record.timestamp[s],record.distance[m],record.accumulated_power[watts],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.resistance,record.temperature[C],record.left_right_balance,record.left_torque_effectiveness[percent],record.right_torque_effectiveness[percent],record.left_pedal_smoothness[percent],record.right_pedal_smoothness[percent],record.fractional_cadence[rpm],record.left_pco[mm],record.right_pco[mm],record.left_power_phase[degrees],record.left_power_phase_peak[degrees],record.right_power_phase[degrees],record.right_power_phase_peak[degrees],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1070729858","18942.81","345996","7.987","152","105","87","0","19","185","66.0","77.5","20.5","23.5","0.0","0","0","343.1250053613282|195.46875305419925","74.5312511645508|132.18750206542973","338.90625529541023|201.0937531420899","66.09375103271486|123.75000193359378","7.987","25.66",
"1070729859","18950.8","346157","7.987","161","106","88","0","19","185","67.0","77.5","20.0","23.5","0.0","0","0","343.1250053613282|195.46875305419925","74.5312511645508|132.18750206542973","337.5000052734376|199.68750312011724","66.09375103271486|125.15625195556643","7.987","25.66",
"1070729860","18958.87","346303","8.071","146","106","88","0","19","180","70.0","78.0","20.5","24.0","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|132.18750206542973","337.5000052734376|199.68750312011724","66.09375103271486|125.15625195556643","8.071","24.98",
"1070729861","18966.93","346303","8.062","159","106","88","0","19","183","66.5","72.5","20.5","21.5","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|132.18750206542973","337.5000052734376|199.68750312011724","66.09375103271486|125.15625195556643","8.062","24.98",
"1070729862","18974.99","346621","8.062","159","106","89","0","19","185","70.0","72.0","22.5","22.0","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|132.18750206542973","340.3125053173829|196.87500307617194","63.28125098876955|123.75000193359378","8.062","24.98",
"1070729863","18983.1","346774","8.108","153","106","89","0","19","185","70.0","72.0","22.5","22.0","0.0","0","0","343.1250053613282|194.0625030322266","74.5312511645508|132.18750206542973","341.71875533935554|195.46875305419925","64.68750101074221|123.75000193359378","8.108","24.98",
"1070729864","18991.22","346930","8.118","156","106","89","0","19","185","68.5","75.0","22.5","23.0","0.0","0","0","343.1250053613282|194.0625030322266","77.34375120849612|137.81250215332034","340.3125053173829|195.46875305419925","64.68750101074221|123.75000193359378","8.118","24.98",
"1070729865","18999.33","347069","8.118","139","106","89","0","19","183","70.0","74.0","22.5","22.5","0.0","0","0","343.1250053613282|194.0625030322266","75.93750118652346|136.40625213134769","338.90625529541023|196.87500307617194","61.87500096679689|120.93750188964847","8.118","24.13",
"1070729866","19007.42","347220","8.09","151","105","89","0","19","180","74.0","75.0","25.5","23.0","0.0","0","0","343.1250053613282|194.0625030322266","75.93750118652346|136.40625213134769","338.90625529541023|196.87500307617194","61.87500096679689|120.93750188964847","8.09","24.13",
"1070729867","19015.48","347369","8.052","149","105","88","0","19","180","68.0","76.0","22.0","25.0","0.0","0","0","343.1250053613282|194.0625030322266","75.93750118652346|136.40625213134769","337.5000052734376|199.68750312011724","63.28125098876955|122.34375191162113","8.052","24.13",
"1070729868","19023.55","347534","8.071","165","105","89","0","19","181","73.5","74.0","24.0","21.5","0.0","0","0","344.53125538330085|196.87500307617194","75.93750118652346|136.40625213134769","338.90625529541023|202.50000316406255","64.68750101074221|123.75000193359378","8.071","24.13",
"1070729869","19031.65","347689","8.108","155","106","89","0","19","183","70.5","76.5","25.0","22.0","0.0","0","0","344.53125538330085|195.46875305419925","70.31250109863284|129.37500202148442","338.90625529541023|201.0937531420899","64.68750101074221|122.34375191162113","8.108","24.13",
"1070729870","19039.77","347835","8.118","146","107","89","0","19","182","68.5","71.5","22.5","21.5","0.0","0","0","343.1250053613282|195.46875305419925","64.68750101074221|125.15625195556643","337.5000052734376|198.2812530981446","63.28125098876955|122.34375191162113","8.118","22.78",
"1070729871","19047.86","347985","8.09","150","107","89","0","19","182","68.5","71.5","22.5","21.5","0.0","0","0","341.71875533935554|194.0625030322266","66.09375103271486|125.15625195556643","337.5000052734376|198.2812530981446","63.28125098876955|122.34375191162113","8.09","22.78",
"1070729872","19055.95","348130","8.09","145","107","88","0","19","182","70.0","70.0","22.5","20.5","0.0","0","0","341.71875533935554|192.65625301025395","67.50000105468752|126.5625019775391","340.3125053173829|194.0625030322266","63.28125098876955|122.34375191162113","8.09","22.78",
"1070729873","19064.03","348287","8.08","157","108","89","0","19","178","68.0","70.0","21.0","20.5","0.0","0","0","343.1250053613282|191.2500029882813","67.50000105468752|126.5625019775391","340.3125053173829|194.0625030322266","63.28125098876955|122.34375191162113","8.08","22.78",
"1070729874","19072.13","348434","8.099","147","108","89","0","19","181","71.0","66.0","23.5","17.5","0.0","0","0","343.1250053613282|191.2500029882813","67.50000105468752|126.5625019775391","340.3125053173829|192.65625301025395","63.28125098876955|122.34375191162113","8.099","22.78",
"1070729875","19080.23","348584","8.099","150","109","89","0","19","179","70.0","66.0","23.0","18.5","0.0","0","0","341.71875533935554|191.2500029882813","68.90625107666017|127.96875199951175","340.3125053173829|192.65625301025395","63.28125098876955|122.34375191162113","8.099","24.64",
"1070729876","19088.31","348735","8.08","151","110","89","0","19","177","70.0","69.0","22.0","18.5","0.0","0","0","341.71875533935554|191.2500029882813","68.90625107666017|127.96875199951175","340.3125053173829|192.65625301025395","66.09375103271486|125.15625195556643","8.08","24.64",
"1070729877","19096.42","348883","8.08","148","111","89","0","19","179","68.5","66.5","22.0","18.0","0.0","0","0","343.1250053613282|191.2500029882813","70.31250109863284|129.37500202148442","340.3125053173829|192.65625301025395","66.09375103271486|125.15625195556643","8.08","24.64",
"1070729878","19104.49","349034","8.08","151","112","89","0","19","179","67.5","66.5","21.5","18.0","0.0","0","0","343.1250053613282|191.2500029882813","70.31250109863284|129.37500202148442","340.3125053173829|192.65625301025395","66.09375103271486|125.15625195556643","8.08","24.64",
"1070729879","19112.55","349186","8.08","152","113","88","0","19","182","67.5","66.5","21.5","18.0","0.0","0","0","343.1250053613282|191.2500029882813","70.31250109863284|129.37500202148442","340.3125053173829|191.2500029882813","68.90625107666017|127.96875199951175","8.08","24.64",
"1070729880","19120.62","349332","8.071","146","114","88","0","19","183","66.0","69.0","22.5","19.0","0.0","0","0","341.71875533935554|191.2500029882813","68.90625107666017|127.96875199951175","340.3125053173829|192.65625301025395","66.09375103271486|125.15625195556643","8.071","24.3",
"1070729881","19128.68","349477","8.052","145","116","88","0","19","185","67.0","66.0","22.0","18.5","0.0","0","0","341.71875533935554|191.2500029882813","68.90625107666017|129.37500202148442","340.3125053173829|192.65625301025395","63.28125098876955|122.34375191162113","8.052","24.3",
"1070729882","19136.73","349627","8.052","150","117","88","0","19","186","65.0","66.0","21.5","18.5","0.0","0","0","341.71875533935554|191.2500029882813","68.90625107666017|129.37500202148442","340.3125053173829|192.65625301025395","63.28125098876955|122.34375191162113","8.052","24.3",
"1070729883","19144.82","349783","8.09","156","118","89","0","19","182","67.0","69.5","21.0","20.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|130.78125204345707","341.71875533935554|195.46875305419925","60.46875094482424|119.5312518676758","8.09","24.3",
"1070729884","19152.92","349930","8.099","147","119","89","0","19","181","66.5","66.0","20.5","19.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|130.78125204345707","341.71875533935554|195.46875305419925","60.46875094482424|119.5312518676758","8.099","24.3",
"1070729885","19161.01","350082","8.09","152","120","89","0","19","181","66.0","66.0","21.0","19.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|130.78125204345707","341.71875533935554|195.46875305419925","63.28125098876955|122.34375191162113","8.09","24.07",
"1070729886","19169.11","350238","8.099","156","120","89","0","19","182","66.0","66.0","21.0","19.0","0.0","0","0","345.9375054052735|195.46875305419925","70.31250109863284|129.37500202148442","343.1250053613282|195.46875305419925","63.28125098876955|122.34375191162113","8.099","24.07",
"1070729887","19177.24","350389","8.136","151","120","89","0","19","183","65.0","66.0","20.5","18.5","0.0","0","0","344.53125538330085|194.0625030322266","67.50000105468752|126.5625019775391","343.1250053613282|195.46875305419925","63.28125098876955|122.34375191162113","8.136","24.07",
"1070729888","19185.4","350545","8.155","156","119","89","0","19","180","68.5","68.0","21.0","20.0","0.0","0","0","343.1250053613282|196.87500307617194","66.09375103271486|125.15625195556643","343.1250053613282|195.46875305419925","63.28125098876955|122.34375191162113","8.155","24.07",
"1070729889","19193.55","350696","8.155","151","119","89","0","19","177","71.5","67.5","23.0","19.0","0.0","0","0","343.1250053613282|196.87500307617194","66.09375103271486|125.15625195556643","341.71875533935554|196.87500307617194","63.28125098876955|122.34375191162113","8.155","24.07",
"1070729890","19201.69","350837","8.136","141","119","89","0","19","180","64.5","66.0","20.0","19.5","0.0","0","0","343.1250053613282|198.2812530981446","67.50000105468752|126.5625019775391","340.3125053173829|198.2812530981446","63.28125098876955|123.75000193359378","8.136","23.53",
"1070729891","19209.84","350991","8.146","154","118","90","0","19","193","55.5","66.0","16.0","19.5","0.0","0","0","341.71875533935554|194.0625030322266","71.71875112060549|132.18750206542973","337.5000052734376|195.46875305419925","64.68750101074221|123.75000193359378","8.146","23.53",
"1070729892","19217.96","351120","8.127","129","118","88","0","19","193","73.0","71.0","23.0","20.0","0.0","0","0","341.71875533935554|194.0625030322266","71.71875112060549|132.18750206542973","338.90625529541023|194.0625030322266","60.46875094482424|119.5312518676758","8.127","23.53",
"1070729893","19225.99","351264","8.015","144","117","88","0","19","193","73.0","71.0","23.0","20.0","0.0","0","0","337.5000052734376|189.84375296630864","61.87500096679689|120.93750188964847","338.90625529541023|194.0625030322266","60.46875094482424|119.5312518676758","8.015","23.53",
"1070729894","19233.98","351416","7.996","152","117","88","0","19","193","68.5","66.0","20.0","19.0","0.0","0","0","337.5000052734376|191.2500029882813","61.87500096679689|120.93750188964847","334.6875052294923|194.0625030322266","63.28125098876955|120.93750188964847","7.996","23.53",
"1070729895","19241.99","351561","8.006","145","117","88","0","19","183","70.5","66.0","22.5","19.0","0.0","0","0","338.90625529541023|192.65625301025395","56.25000087890626|119.5312518676758","334.6875052294923|194.0625030322266","63.28125098876955|120.93750188964847","8.006","22.77",
"1070729896","19249.98","351712","7.996","151","117","88","0","19","183","71.5","72.0","22.0","19.0","0.0","0","0","338.90625529541023|192.65625301025395","56.25000087890626|119.5312518676758","334.6875052294923|194.0625030322266","63.28125098876955|120.93750188964847","7.996","22.77",
"1070729897","19257.98","351858","8.006","146","118","88","0","19","178","71.5","72.0","22.0","19.0","0.0","0","0","337.5000052734376|194.0625030322266","60.46875094482424|120.93750188964847","327.656255119629|196.87500307617194","64.68750101074221|122.34375191162113","8.006","22.77",
"1070729898","19265.99","352000","8.006","142","118","88","0","19","180","71.5","72.0","22.0","19.0","0.0","0","0","338.90625529541023|194.0625030322266","61.87500096679689|120.93750188964847","327.656255119629|196.87500307617194","64.68750101074221|122.34375191162113","8.006","22.77",
"1070729899","19273.99","352145","8.006","145","119","88","0","19","182","69.0","75.0","21.0","20.5","0.0","0","0","337.5000052734376|192.65625301025395","60.46875094482424|119.5312518676758","327.656255119629|195.46875305419925","63.28125098876955|122.34375191162113","8.006","22.77",
"1070729900","19282.01","352299","8.015","154","119","88","0","19","180","70.0","74.0","19.0","20.0","0.0","0","0","337.5000052734376|192.65625301025395","60.46875094482424|119.5312518676758","327.656255119629|194.0625030322266","63.28125098876955|122.34375191162113","8.015","23.05",
"1070729901","19290.09","352456","8.08","157","120","89","0","19","180","70.0","74.0","19.0","20.0","0.0","0","0","340.3125053173829|192.65625301025395","60.46875094482424|119.5312518676758","333.2812552075196|195.46875305419925","61.87500096679689|119.5312518676758","8.08","23.05",
"1070729902","19298.24","352616","8.155","160","120","90","0","19","178","70.0","74.0","19.0","20.0","0.0","0","0","340.3125053173829|192.65625301025395","60.46875094482424|119.5312518676758","333.2812552075196|195.46875305419925","61.87500096679689|119.5312518676758","8.155","23.05",
"1070729903","19306.41","352616","8.164","156","120","90","0","19","179","255","255","255","255","0.0","0","0","341.71875533935554|192.65625301025395","57.65625090087892|115.31250180175785","333.2812552075196|195.46875305419925","61.87500096679689|119.5312518676758","8.164","23.05",
"1070729904","19314.58","352928","8.174","156","120","90","0","19","176","71.0","70.5","21.0","19.5","0.0","0","0","341.71875533935554|192.65625301025395","56.25000087890626|115.31250180175785","337.5000052734376|194.0625030322266","63.28125098876955|122.34375191162113","8.174","23.05",
"1070729905","19322.74","353072","8.155","144","120","89","0","19","175","68.0","74.0","19.0","19.5","0.0","0","0","341.71875533935554|194.0625030322266","57.65625090087892|118.12500184570315","337.5000052734376|194.0625030322266","63.28125098876955|122.34375191162113","8.155","22.46",
"1070729906","19330.87","353223","8.136","151","120","89","0","19","180","68.0","71.5","19.5","20.5","0.0","0","0","341.71875533935554|192.65625301025395","60.46875094482424|120.93750188964847","337.5000052734376|194.0625030322266","63.28125098876955|122.34375191162113","8.136","22.46",
"1070729907","19339.01","353377","8.136","154","120","89","0","19","180","68.5","71.5","21.5","20.5","0.0","0","0","341.71875533935554|192.65625301025395","61.87500096679689|120.93750188964847","334.6875052294923|194.0625030322266","61.87500096679689|120.93750188964847","8.136","22.46",
"1070729908","19347.16","353530","8.146","153","119","89","0","19","179","68.5","71.5","21.5","20.5","0.0","0","0","341.71875533935554|191.2500029882813","60.46875094482424|119.5312518676758","336.0937552514649|194.0625030322266","61.87500096679689|119.5312518676758","8.146","22.46",
"1070729909","19355.3","353685","8.146","155","119","89","0","19","178","72.0","71.5","21.5","19.5","0.0","0","0","338.90625529541023|189.84375296630864","54.84375085693361|116.7187518237305","336.0937552514649|194.0625030322266","61.87500096679689|119.5312518676758","8.146","22.46",
"1070729910","19363.48","353842","8.174","157","118","90","0","19","181","69.5","77.5","20.5","22.5","0.0","0","0","337.5000052734376|189.84375296630864","53.43750083496095|116.7187518237305","336.0937552514649|194.0625030322266","61.87500096679689|119.5312518676758","8.174","21.27",
"1070729911","19371.65","353999","8.174","157","118","90","0","19","180","73.0","77.5","22.0","22.5","0.0","0","0","337.5000052734376|189.84375296630864","53.43750083496095|116.7187518237305","330.4687551635743|192.65625301025395","59.06250092285158|118.12500184570315","8.174","21.27",
"1070729912","19379.82","354154","8.164","155","118","90","0","19","180","73.0","77.5","22.0","22.5","0.0","0","0","337.5000052734376|189.84375296630864","53.43750083496095|116.7187518237305","334.6875052294923|194.0625030322266","64.68750101074221|123.75000193359378","8.164","21.27",
"1070729913","19387.96","354307","8.146","153","118","89","0","19","179","75.0","74.5","21.0","21.5","0.0","0","0","337.5000052734376|189.84375296630864","53.43750083496095|116.7187518237305","334.6875052294923|194.0625030322266","64.68750101074221|123.75000193359378","8.146","21.27",
"1070729914","19396.11","354458","8.146","151","119","89","0","19","179","72.0","74.5","22.0","21.5","0.0","0","0","338.90625529541023|195.46875305419925","60.46875094482424|120.93750188964847","334.6875052294923|196.87500307617194","63.28125098876955|122.34375191162113","8.146","21.27",
"1070729915","19404.27","354618","8.164","160","120","90","0","19","179","72.0","74.5","22.0","21.5","0.0","0","0","340.3125053173829|195.46875305419925","61.87500096679689|122.34375191162113","336.0937552514649|196.87500307617194","63.28125098876955|122.34375191162113","8.164","20.48",
"1070729916","19412.44","354774","8.164","156","121","90","0","19","182","72.0","74.5","22.0","21.5","0.0","0","0","340.3125053173829|194.0625030322266","63.28125098876955|122.34375191162113","334.6875052294923|195.46875305419925","60.46875094482424|119.5312518676758","8.164","20.48",
"1070729917","19420.57","354923","8.127","149","122","89","0","19","179","73.5","77.0","22.5","21.5","0.0","0","0","338.90625529541023|194.0625030322266","61.87500096679689|122.34375191162113","334.6875052294923|195.46875305419925","60.46875094482424|119.5312518676758","8.127","20.48",
"1070729918","19428.68","355081","8.118","158","123","89","0","19","179","74.0","74.5","22.0","20.0","0.0","0","0","338.90625529541023|194.0625030322266","61.87500096679689|122.34375191162113","334.6875052294923|195.46875305419925","61.87500096679689|119.5312518676758","8.118","20.48",
"1070729919","19436.82","355234","8.127","153","124","89","0","19","179","74.0","74.5","22.0","20.0","0.0","0","0","338.90625529541023|194.0625030322266","63.28125098876955|122.34375191162113","336.0937552514649|195.46875305419925","61.87500096679689|119.5312518676758","8.127","20.48",
"1070729920","19444.95","355391","8.146","157","125","89","0","19","176","74.0","73.0","21.5","20.5","0.0","0","0","340.3125053173829|194.0625030322266","60.46875094482424|119.5312518676758","338.90625529541023|195.46875305419925","60.46875094482424|119.5312518676758","8.146","20.34",
"1070729921","19453.12","355391","8.164","156","125","89","0","19","177","74.0","73.0","21.5","20.5","0.0","0","0","340.3125053173829|194.0625030322266","60.46875094482424|119.5312518676758","340.3125053173829|195.46875305419925","59.06250092285158|118.12500184570315","8.164","20.34",
"1070729922","19461.3","355703","8.183","156","126","90","0","19","177","74.0","73.0","21.5","20.5","0.0","0","0","341.71875533935554|194.0625030322266","54.84375085693361|113.90625177978518","338.90625529541023|195.46875305419925","60.46875094482424|120.93750188964847","8.183","20.34",
"1070729923","19469.48","355878","8.183","175","126","90","0","19","180","68.0","74.0","20.5","22.5","0.0","0","0","341.71875533935554|194.0625030322266","54.84375085693361|115.31250180175785","338.90625529541023|195.46875305419925","60.46875094482424|120.93750188964847","8.183","20.34",
"1070729924","19477.72","356051","8.239","173","126","91","0","19","175","76.0","76.0","23.0","22.0","0.0","0","0","341.71875533935554|194.0625030322266","54.84375085693361|115.31250180175785","338.90625529541023|195.46875305419925","60.46875094482424|120.93750188964847","8.239","20.34",
"1070729925","19486.03","356208","8.304","157","127","91","0","19","179","75.5","71.5","22.5","20.0","0.0","0","0","341.71875533935554|194.0625030322266","54.84375085693361|115.31250180175785","337.5000052734376|196.87500307617194","64.68750101074221|123.75000193359378","8.304","20.65",
"1070729926","19494.27","356359","8.248","151","127","90","0","19","182","75.5","71.5","22.5","20.0","0.0","0","0","340.3125053173829|192.65625301025395","56.25000087890626|116.7187518237305","337.5000052734376|196.87500307617194","64.68750101074221|123.75000193359378","8.248","20.65",
"1070729927","19502.45","356519","8.174","160","127","89","0","19","182","74.5","73.0","24.0","21.0","0.0","0","0","340.3125053173829|192.65625301025395","56.25000087890626|116.7187518237305","336.0937552514649|195.46875305419925","64.68750101074221|122.34375191162113","8.174","20.65",
"1070729928","19510.62","356663","8.174","144","128","89","0","19","177","75.5","74.0","24.0","20.5","0.0","0","0","340.3125053173829|192.65625301025395","56.25000087890626|116.7187518237305","336.0937552514649|195.46875305419925","64.68750101074221|122.34375191162113","8.174","20.65",
"1070729929","19518.8","356663","8.174","151","128","89","0","19","178","76.0","74.0","22.5","20.5","0.0","0","0","338.90625529541023|195.46875305419925","56.25000087890626|119.5312518676758","334.6875052294923|194.0625030322266","66.09375103271486|123.75000193359378","8.174","20.65",
"1070729930","19526.9","356965","8.099","151","128","89","0","19","178","76.0","74.0","22.5","20.5","0.0","0","0","337.5000052734376|196.87500307617194","59.06250092285158|120.93750188964847","331.87500518554697|201.0937531420899","59.06250092285158|120.93750188964847","8.099","21.64",
"1070729931","19534.99","357120","8.099","155","128","89","0","19","180","75.0","74.0","24.0","19.5","0.0","0","0","340.3125053173829|195.46875305419925","60.46875094482424|120.93750188964847","331.87500518554697|201.0937531420899","59.06250092285158|120.93750188964847","8.099","21.64",
"1070729932","19543.08","357267","8.09","147","128","89","0","19","180","76.0","74.0","24.0","19.5","0.0","0","0","340.3125053173829|195.46875305419925","60.46875094482424|120.93750188964847","331.87500518554697|202.50000316406255","59.06250092285158|120.93750188964847","8.09","21.64",
"1070729933","19551.16","357420","8.08","153","127","89","0","19","176","76.5","85.5","22.5","24.5","0.0","0","0","340.3125053173829|194.0625030322266","61.87500096679689|120.93750188964847","331.87500518554697|205.31250320800785","63.28125098876955|123.75000193359378","8.08","21.64",
"1070729934","19559.25","357569","8.09","149","127","89","0","19","178","76.5","85.5","22.5","24.5","0.0","0","0","341.71875533935554|192.65625301025395","63.28125098876955|122.34375191162113","336.0937552514649|199.68750312011724","64.68750101074221|123.75000193359378","8.09","21.64",
"1070729935","19567.32","357709","8.071","140","126","88","0","19","182","72.0","69.5","23.0","18.0","0.0","0","0","340.3125053173829|192.65625301025395","64.68750101074221|123.75000193359378","334.6875052294923|198.2812530981446","64.68750101074221|123.75000193359378","8.071","22.3",
"1070729936","19575.33","357848","8.006","139","124","88","0","19","181","73.5","74.5","23.5","19.5","0.0","0","0","341.71875533935554|192.65625301025395","66.09375103271486|125.15625195556643","333.2812552075196|196.87500307617194","64.68750101074221|123.75000193359378","8.006","22.3",
"1070729937","19583.29","357992","7.959","144","124","87","0","19","182","72.0","74.5","23.0","22.0","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|127.96875199951175","331.87500518554697|196.87500307617194","63.28125098876955|122.34375191162113","7.959","22.3",
"1070729938","19591.25","358137","7.959","145","122","87","0","19","182","72.0","74.5","23.0","22.0","0.0","0","0","343.1250053613282|194.0625030322266","66.09375103271486|123.75000193359378","330.4687551635743|196.87500307617194","63.28125098876955|122.34375191162113","7.959","22.3",
"1070729939","19599.21","358279","7.959","142","120","87","0","19","178","73.5","71.0","22.0","18.5","0.0","0","0","343.1250053613282|194.0625030322266","66.09375103271486|123.75000193359378","331.87500518554697|195.46875305419925","63.28125098876955|120.93750188964847","7.959","22.3",
"1070729940","19607.16","358422","7.95","143","118","87","0","19","179","73.0","71.5","22.0","19.5","0.0","0","0","343.1250053613282|194.0625030322266","66.09375103271486|123.75000193359378","331.87500518554697|195.46875305419925","63.28125098876955|120.93750188964847","7.95","21.95",
"1070729941","19615.09","358565","7.931","143","116","87","0","19","179","73.0","70.5","23.0","20.0","0.0","0","0","341.71875533935554|192.65625301025395","63.28125098876955|122.34375191162113","331.87500518554697|195.46875305419925","63.28125098876955|120.93750188964847","7.931","21.95",
"1070729942","19623.04","358721","7.95","156","116","87","0","19","178","73.0","70.5","23.0","20.0","0.0","0","0","343.1250053613282|192.65625301025395","63.28125098876955|120.93750188964847","334.6875052294923|196.87500307617194","61.87500096679689|119.5312518676758","7.95","21.95",
"1070729943","19630.99","358920","7.95","199","115","89","0","19","179","69.5","68.5","21.0","19.5","0.0","0","0","344.53125538330085|192.65625301025395","64.68750101074221|122.34375191162113","337.5000052734376|195.46875305419925","64.68750101074221|122.34375191162113","7.95","21.95",
"1070729944","19639.07","359062","8.08","142","115","90","0","19","179","69.5","68.5","21.0","19.5","0.0","0","0","344.53125538330085|191.2500029882813","64.68750101074221|122.34375191162113","340.3125053173829|196.87500307617194","63.28125098876955|120.93750188964847","8.08","21.95",
"1070729945","19647.17","359205","8.099","143","115","89","0","19","179","69.5","68.5","21.0","19.5","0.0","0","0","343.1250053613282|188.437502944336","66.09375103271486|125.15625195556643","344.53125538330085|194.0625030322266","60.46875094482424|119.5312518676758","8.099","21.72",
"1070729946","19655.2","359347","8.034","142","115","88","0","19","180","66.5","64.5","21.0","18.0","0.0","0","0","340.3125053173829|189.84375296630864","73.12500114257814|133.59375208740238","343.1250053613282|194.0625030322266","61.87500096679689|120.93750188964847","8.034","21.72",
"1070729947","19663.22","359496","8.015","149","115","88","0","19","179","69.5","65.0","21.0","18.5","0.0","0","0","340.3125053173829|191.2500029882813","75.93750118652346|136.40625213134769","343.1250053613282|194.0625030322266","61.87500096679689|120.93750188964847","8.015","21.72",
"1070729948","19671.24","359644","8.024","148","115","88","0","19","179","69.5","65.0","20.5","18.5","0.0","0","0","340.3125053173829|191.2500029882813","75.93750118652346|136.40625213134769","338.90625529541023|195.46875305419925","63.28125098876955|122.34375191162113","8.024","21.72",
"1070729949","19679.28","359795","8.043","151","115","88","0","19","181","67.5","68.0","20.0","19.5","0.0","0","0","340.3125053173829|192.65625301025395","77.34375120849612|137.81250215332034","334.6875052294923|196.87500307617194","64.68750101074221|123.75000193359378","8.043","21.72",
"1070729950","19687.33","359795","8.052","147","115","88","0","19","180","68.0","69.0","20.5","19.0","0.0","0","0","341.71875533935554|192.65625301025395","73.12500114257814|132.18750206542973","334.6875052294923|196.87500307617194","64.68750101074221|122.34375191162113","8.052","21.57",
"1070729951","19695.4","360089","8.062","147","114","89","0","19","180","67.5","69.0","20.5","20.0","0.0","0","0","340.3125053173829|192.65625301025395","73.12500114257814|132.18750206542973","334.6875052294923|195.46875305419925","64.68750101074221|123.75000193359378","8.062","21.57",
"1070729952","19703.45","360231","8.052","142","113","88","0","19","180","67.5","69.0","20.5","20.0","0.0","0","0","340.3125053173829|192.65625301025395","73.12500114257814|132.18750206542973","336.0937552514649|195.46875305419925","66.09375103271486|125.15625195556643","8.052","21.57",
"1070729953","19711.47","360374","8.024","143","112","88","0","19","182","67.5","67.0","22.0","18.5","0.0","0","0","340.3125053173829|195.46875305419925","74.5312511645508|135.00000210937503","336.0937552514649|196.87500307617194","67.50000105468752|126.5625019775391","8.024","21.57",
"1070729954","19719.47","360516","7.996","142","110","88","0","19","183","64.5","68.5","19.0","19.5","0.0","0","0","341.71875533935554|195.46875305419925","73.12500114257814|132.18750206542973","336.0937552514649|196.87500307617194","67.50000105468752|126.5625019775391","7.996","21.57",
"1070729955","19727.47","360669","7.996","153","109","88","0","19","179","66.0","68.0","21.0","20.5","0.0","0","0","341.71875533935554|195.46875305419925","73.12500114257814|132.18750206542973","338.90625529541023|199.68750312011724","63.28125098876955|122.34375191162113","7.996","23.83",
"1070729956","19735.49","360816","8.024","147","108","88","0","19","184","63.0","65.0","19.0","19.0","0.0","0","0","341.71875533935554|194.0625030322266","71.71875112060549|129.37500202148442","341.71875533935554|199.68750312011724","63.28125098876955|122.34375191162113","8.024","23.83",
"1070729957","19743.55","360981","8.052","165","106","89","0","19","184","63.5","69.5","19.5","20.0","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|133.59375208740238","341.71875533935554|199.68750312011724","63.28125098876955|122.34375191162113","8.052","23.83",
"1070729958","19751.63","361121","8.09","140","106","89","0","19","182","66.0","71.0","19.5","20.5","0.0","0","0","344.53125538330085|195.46875305419925","74.5312511645508|135.00000210937503","343.1250053613282|198.2812530981446","64.68750101074221|123.75000193359378","8.09","23.83",
"1070729959","19759.71","361270","8.08","149","105","89","0","19","182","66.0","71.0","19.5","20.5","0.0","0","0","343.1250053613282|194.0625030322266","71.71875112060549|132.18750206542973","340.3125053173829|198.2812530981446","64.68750101074221|123.75000193359378","8.08","23.83",
"1070729960","19767.78","361419","8.071","149","105","89","0","19","182","66.0","71.0","19.5","20.5","0.0","0","0","345.9375054052735|194.0625030322266","70.31250109863284|129.37500202148442","340.3125053173829|198.2812530981446","64.68750101074221|123.75000193359378","8.071","23.36",
"1070729961","19775.86","361569","8.08","150","104","89","0","19","181","64.0","67.5","19.5","19.0","0.0","0","0","345.9375054052735|194.0625030322266","70.31250109863284|129.37500202148442","340.3125053173829|196.87500307617194","67.50000105468752|125.15625195556643","8.08","23.36",
"1070729962","19783.93","361715","8.071","146","104","89","0","19","181","61.5","75.0","19.0","22.0","0.0","0","0","345.9375054052735|194.0625030322266","70.31250109863284|129.37500202148442","338.90625529541023|198.2812530981446","67.50000105468752|126.5625019775391","8.071","23.36",
"1070729963","19792.11","361891","8.174","176","104","90","0","19","158","70.5","73.5","19.0","20.0","0.0","0","0","344.53125538330085|194.0625030322266","67.50000105468752|126.5625019775391","338.90625529541023|198.2812530981446","64.68750101074221|123.75000193359378","8.174","23.36",
"1070729964","19800.35","362035","8.248","144","104","91","0","19","182","66.5","70.5","21.0","18.0","0.0","0","0","344.53125538330085|191.2500029882813","63.28125098876955|122.34375191162113","343.1250053613282|194.0625030322266","63.28125098876955|120.93750188964847","8.248","23.36",
"1070729965","19808.53","362181","8.174","146","105","90","0","19","180","68.5","74.0","22.0","20.0","0.0","0","0","338.90625529541023|187.03125292236334","60.46875094482424|119.5312518676758","344.53125538330085|192.65625301025395","61.87500096679689|119.5312518676758","8.174","22.27",
