record.timestamp[s],record.distance[m],record.accumulated_power[watts],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.resistance,record.temperature[C],record.left_right_balance,record.left_torque_effectiveness[percent],record.right_torque_effectiveness[percent],record.left_pedal_smoothness[percent],record.right_pedal_smoothness[percent],record.fractional_cadence[rpm],record.left_pco[mm],record.right_pco[mm],record.left_power_phase[degrees],record.left_power_phase_peak[degrees],record.right_power_phase[degrees],record.right_power_phase_peak[degrees],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1070728533","8317.24","150813","7.959","149","107","88","0","19","183","70.5","70.5","23.5","19.5","0.0","0","0","340.3125053173829|194.0625030322266","75.93750118652346|137.81250215332034","338.90625529541023|195.46875305419925","63.28125098876955|122.34375191162113","7.959","24.69",
"1070728534","8325.27","150963","8.034","150","108","88","0","19","180","70.0","70.0","21.0","18.5","0.0","0","0","340.3125053173829|192.65625301025395","68.90625107666017|127.96875199951175","338.90625529541023|194.0625030322266","64.68750101074221|123.75000193359378","8.034","24.69",
"1070728535","8333.31","151105","8.043","142","108","88","0","19","180","70.5","70.0","21.5","18.5","0.0","0","0","340.3125053173829|192.65625301025395","70.31250109863284|129.37500202148442","338.90625529541023|194.0625030322266","64.68750101074221|123.75000193359378","8.043","23.94",
"1070728536","8341.34","151256","8.024","151","108","88","0","19","179","73.0","69.5","23.5","19.5","0.0","0","0","340.3125053173829|192.65625301025395","70.31250109863284|129.37500202148442","338.90625529541023|194.0625030322266","66.09375103271486|123.75000193359378","8.024","23.94",
"1070728537","8349.37","151402","8.034","146","108","88","0","19","180","72.0","69.5","24.5","19.5","0.0","0","0","340.3125053173829|194.0625030322266","70.31250109863284|130.78125204345707","337.5000052734376|194.0625030322266","66.09375103271486|123.75000193359378","8.034","23.94",
"1070728538","8357.41","151402","8.034","137","108","88","0","19","180","72.0","69.5","24.5","19.5","0.0","0","0","338.90625529541023|194.0625030322266","70.31250109863284|130.78125204345707","334.6875052294923|196.87500307617194","64.68750101074221|123.75000193359378","8.034","23.94",
"1070728539","8365.4","151676","7.996","137","108","88","0","19","180","71.0","71.0","23.5","20.5","0.0","0","0","337.5000052734376|194.0625030322266","73.12500114257814|133.59375208740238","334.6875052294923|198.2812530981446","63.28125098876955|122.34375191162113","7.996","23.94",
"1070728540","8373.4","151828","7.996","152","108","88","0","19","180","71.0","71.0","23.5","20.5","0.0","0","0","338.90625529541023|192.65625301025395","71.71875112060549|130.78125204345707","334.6875052294923|198.2812530981446","63.28125098876955|122.34375191162113","7.996","23.04",
"1070728541","8381.46","151983","8.062","155","108","89","0","19","181","71.5","70.5","20.5","20.5","0.0","0","0","340.3125053173829|189.84375296630864","68.90625107666017|127.96875199951175","340.3125053173829|194.0625030322266","61.87500096679689|120.93750188964847","8.062","23.04",
"1070728542","8389.58","152142","8.099","159","108","89","0","19","180","67.0","70.5","21.0","19.0","0.0","0","0","341.71875533935554|187.03125292236334","68.90625107666017|127.96875199951175","343.1250053613282|189.84375296630864","61.87500096679689|120.93750188964847","8.099","23.04",
"1070728543","8397.93","152341","8.351","199","108","92","0","19","178","73.5","64.5","19.0","18.5","0.0","0","0","341.71875533935554|185.62500290039068","68.90625107666017|129.37500202148442","343.1250053613282|189.84375296630864","61.87500096679689|120.93750188964847","8.351","23.04",
"1070728544","8406.34","152491","8.426","150","108","93","0","19","178","73.5","64.5","19.0","18.5","0.0","0","0","341.71875533935554|185.62500290039068","68.90625107666017|129.37500202148442","344.53125538330085|188.437502944336","60.46875094482424|120.93750188964847","8.426","23.04",
"1070728545","8414.57","152619","8.239","128","109","90","0","19","182","61.5","62.0","21.0","17.5","0.0","0","0","341.71875533935554|184.218752878418","56.25000087890626|120.93750188964847","343.1250053613282|188.437502944336","59.06250092285158|119.5312518676758","8.239","23.63",
"1070728546","8422.63","152619","8.052","128","109","90","0","19","182","68.0","66.5","23.5","19.5","0.0","0","0","337.5000052734376|187.03125292236334","56.25000087890626|119.5312518676758","340.3125053173829|188.437502944336","60.46875094482424|122.34375191162113","8.052","23.63",
"1070728547","8430.57","152875","7.94","128","110","88","0","19","182","68.0","66.5","23.5","19.5","0.0","0","0","336.0937552514649|189.84375296630864","68.90625107666017|130.78125204345707","340.3125053173829|188.437502944336","60.46875094482424|122.34375191162113","7.94","23.63",
"1070728548","8438.52","153032","7.95","157","111","87","0","19","180","68.0","66.5","23.5","19.5","0.0","0","0","338.90625529541023|191.2500029882813","73.12500114257814|133.59375208740238","340.3125053173829|192.65625301025395","66.09375103271486|126.5625019775391","7.95","23.63",
"1070728549","8446.51","153182","7.996","150","111","88","0","19","180","72.5","73.0","22.5","22.5","0.0","0","0","343.1250053613282|192.65625301025395","71.71875112060549|132.18750206542973","340.3125053173829|192.65625301025395","64.68750101074221|122.34375191162113","7.996","23.63",
"1070728550","8454.58","153349","8.071","167","112","89","0","19","181","69.0","70.0","21.5","20.5","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|129.37500202148442","340.3125053173829|192.65625301025395","64.68750101074221|122.34375191162113","8.071","23.23",
"1070728551","8462.7","153500","8.118","151","112","91","0","19","178","76.5","74.0","22.5","23.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|129.37500202148442","340.3125053173829|192.65625301025395","64.68750101074221|122.34375191162113","8.118","23.23",
"1070728552","8470.94","153633","8.239","133","112","90","0","19","207","31.5","74.0","10.0","23.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|129.37500202148442","341.71875533935554|194.0625030322266","60.46875094482424|119.5312518676758","8.239","23.23",
"1070728553","8479.09","153760","8.146","127","111","89","0","19","182","65.5","66.0","21.0","21.5","0.0","0","0","341.71875533935554|189.84375296630864","71.71875112060549|130.78125204345707","341.71875533935554|195.46875305419925","59.06250092285158|119.5312518676758","8.146","23.23",
"1070728554","8487.09","153895","8.006","135","111","88","0","19","182","69.0","66.0","21.0","21.5","0.0","0","0","338.90625529541023|192.65625301025395","71.71875112060549|133.59375208740238","340.3125053173829|195.46875305419925","60.46875094482424|120.93750188964847","8.006","23.23",
"1070728555","8495.04","154035","7.95","140","111","87","0","19","182","69.0","66.0","21.0","21.5","0.0","0","0","343.1250053613282|195.46875305419925","75.93750118652346|135.00000210937503","340.3125053173829|195.46875305419925","60.46875094482424|120.93750188964847","7.95","23.36",
"1070728556","8503.02","154190","7.978","155","110","88","0","19","182","69.0","70.5","21.5","21.0","0.0","0","0","343.1250053613282|195.46875305419925","81.56250127441409|142.03125221923833","340.3125053173829|195.46875305419925","61.87500096679689|120.93750188964847","7.978","23.36",
"1070728557","8511.09","154346","8.034","156","110","89","0","19","185","69.5","78.0","21.5","23.0","0.0","0","0","343.1250053613282|195.46875305419925","81.56250127441409|142.03125221923833","338.90625529541023|199.68750312011724","61.87500096679689|119.5312518676758","8.034","23.36",
"1070728558","8519.13","154499","8.071","153","110","89","0","19","187","65.5","78.0","20.0","23.0","0.0","0","0","343.1250053613282|195.46875305419925","82.96875129638674|144.84375226318363","337.5000052734376|205.31250320800785","63.28125098876955|120.93750188964847","8.071","23.36",
"1070728559","8527.26","154499","8.136","160","111","89","0","19","184","69.5","78.0","21.5","23.0","0.0","0","0","340.3125053173829|196.87500307617194","81.56250127441409|144.84375226318363","337.5000052734376|206.7187532299805","61.87500096679689|120.93750188964847","8.136","23.36",
"1070728560","8535.4","154819","8.136","160","111","90","0","19","181","77.5","78.5","23.0","25.0","0.0","0","0","338.90625529541023|198.2812530981446","75.93750118652346|137.81250215332034","337.5000052734376|206.7187532299805","61.87500096679689|120.93750188964847","8.136","24.63",
"1070728561","8543.5","154965","8.099","146","111","89","0","19","181","70.5","77.0","21.0","24.5","0.0","0","0","338.90625529541023|198.2812530981446","77.34375120849612|139.218752175293","337.5000052734376|206.7187532299805","61.87500096679689|120.93750188964847","8.099","24.63",
"1070728562","8551.59","155131","8.09","166","110","89","0","19","183","70.0","73.5","21.5","23.0","0.0","0","0","341.71875533935554|196.87500307617194","80.15625125244142|142.03125221923833","338.90625529541023|202.50000316406255","63.28125098876955|122.34375191162113","8.09","24.63",
"1070728563","8559.71","155285","8.118","154","109","89","0","19","183","67.0","72.0","20.0","21.5","0.0","0","0","341.71875533935554|195.46875305419925","74.5312511645508|135.00000210937503","338.90625529541023|202.50000316406255","63.28125098876955|122.34375191162113","8.118","24.63",
"1070728564","8567.83","155435","8.118","150","109","89","0","19","181","67.0","72.0","20.0","21.5","0.0","0","0","341.71875533935554|195.46875305419925","73.12500114257814|133.59375208740238","340.3125053173829|198.2812530981446","63.28125098876955|122.34375191162113","8.118","24.63",
"1070728565","8575.93","155589","8.108","154","109","89","0","19","181","67.0","71.0","20.0","22.0","0.0","0","0","341.71875533935554|195.46875305419925","73.12500114257814|133.59375208740238","340.3125053173829|196.87500307617194","63.28125098876955|122.34375191162113","8.108","21.93",
"1070728566","8584.04","155739","8.108","150","109","89","0","19","179","67.0","72.0","20.5","21.5","0.0","0","0","340.3125053173829|195.46875305419925","71.71875112060549|130.78125204345707","340.3125053173829|195.46875305419925","63.28125098876955|122.34375191162113","8.108","21.93",
"1070728567","8592.15","155889","8.108","150","109","89","0","19","181","65.0","69.5","20.0","21.0","0.0","0","0","341.71875533935554|195.46875305419925","73.12500114257814|132.18750206542973","340.3125053173829|195.46875305419925","63.28125098876955|122.34375191162113","8.108","21.93",
"1070728568","8600.24","156033","8.09","144","110","89","0","19","182","67.5","72.0","20.5","21.5","0.0","0","0","341.71875533935554|196.87500307617194","77.34375120849612|136.40625213134769","341.71875533935554|196.87500307617194","64.68750101074221|123.75000193359378","8.09","21.93",
"1070728569","8608.3","156181","8.062","148","110","88","0","19","182","66.5","71.0","21.0","21.0","0.0","0","0","341.71875533935554|198.2812530981446","80.15625125244142|139.218752175293","341.71875533935554|196.87500307617194","64.68750101074221|123.75000193359378","8.062","21.93",
"1070728570","8616.36","156336","8.062","155","110","89","0","19","182","66.5","71.0","21.0","21.0","0.0","0","0","341.71875533935554|198.2812530981446","80.15625125244142|139.218752175293","341.71875533935554|196.87500307617194","64.68750101074221|123.75000193359378","8.062","20.92",
"1070728571","8624.45","156479","8.09","143","110","89","0","19","182","71.5","77.0","21.5","24.0","0.0","0","0","336.0937552514649|199.68750312011724","80.15625125244142|140.62500219726567","336.0937552514649|202.50000316406255","61.87500096679689|119.5312518676758","8.09","20.92",
"1070728572","8632.52","156624","8.071","145","110","88","0","19","184","68.5","74.5","21.0","21.5","0.0","0","0","336.0937552514649|199.68750312011724","80.15625125244142|140.62500219726567","336.0937552514649|202.50000316406255","61.87500096679689|119.5312518676758","8.071","20.92",
"1070728573","8640.55","156767","8.015","143","109","88","0","19","182","68.5","74.5","21.0","21.5","0.0","0","0","336.0937552514649|199.68750312011724","80.15625125244142|140.62500219726567","337.5000052734376|202.50000316406255","63.28125098876955|122.34375191162113","8.015","20.92",
"1070728574","8648.57","156922","8.034","155","109","88","0","19","182","79.5","75.0","25.0","23.0","0.0","0","0","337.5000052734376|199.68750312011724","74.5312511645508|135.00000210937503","337.5000052734376|202.50000316406255","63.28125098876955|122.34375191162113","8.034","20.92",
"1070728575","8656.61","157065","8.034","143","109","89","0","19","185","79.5","75.0","25.0","23.0","0.0","0","0","336.0937552514649|201.0937531420899","74.5312511645508|135.00000210937503","334.6875052294923|205.31250320800785","63.28125098876955|123.75000193359378","8.034","20.92",
"1070728576","8664.74","157215","8.108","150","108","89","0","19","185","68.5","73.0","21.0","21.5","0.0","0","0","336.0937552514649|196.87500307617194","74.5312511645508|136.40625213134769","334.6875052294923|205.31250320800785","63.28125098876955|123.75000193359378","8.108","21.43",
"1070728577","8672.82","157371","8.108","156","108","89","0","19","182","68.5","73.0","21.0","21.5","0.0","0","0","338.90625529541023|196.87500307617194","73.12500114257814|132.18750206542973","336.0937552514649|202.50000316406255","61.87500096679689|123.75000193359378","8.108","21.43",
"1070728578","8680.98","157530","8.155","159","108","90","0","19","183","67.0","73.0","21.5","21.5","0.0","0","0","338.90625529541023|195.46875305419925","71.71875112060549|130.78125204345707","337.5000052734376|201.0937531420899","60.46875094482424|120.93750188964847","8.155","21.43",
"1070728579","8689.11","157667","8.136","137","108","89","0","19","182","67.0","73.0","20.5","22.0","0.0","0","0","338.90625529541023|195.46875305419925","71.71875112060549|130.78125204345707","337.5000052734376|199.68750312011724","60.46875094482424|119.5312518676758","8.136","21.43",
"1070728580","8697.19","157667","8.08","143","108","89","0","19","185","62.5","71.5","20.0","21.5","0.0","0","0","340.3125053173829|195.46875305419925","71.71875112060549|132.18750206542973","337.5000052734376|199.68750312011724","64.68750101074221|123.75000193359378","8.08","20.98",
"1070728581","8705.22","157953","8.024","143","108","88","0","19","181","69.5","70.0","20.5","21.0","0.0","0","0","338.90625529541023|195.46875305419925","73.12500114257814|132.18750206542973","337.5000052734376|199.68750312011724","64.68750101074221|123.75000193359378","8.024","20.98",
"1070728582","8713.28","158121","8.062","168","108","89","0","19","181","66.0","70.0","20.0","21.0","0.0","0","0","338.90625529541023|195.46875305419925","73.12500114257814|132.18750206542973","340.3125053173829|199.68750312011724","64.68750101074221|123.75000193359378","8.062","20.98",
"1070728583","8721.4","158121","8.118","148","108","89","0","19","182","66.5","74.0","20.0","20.5","0.0","0","0","341.71875533935554|194.0625030322266","68.90625107666017|127.96875199951175","340.3125053173829|199.68750312011724","64.68750101074221|123.75000193359378","8.118","20.98",
"1070728584","8729.51","158417","8.108","148","107","89","0","19","182","66.5","74.0","20.0","20.5","0.0","0","0","341.71875533935554|194.0625030322266","68.90625107666017|127.96875199951175","340.3125053173829|198.2812530981446","64.68750101074221|123.75000193359378","8.108","20.98",
"1070728585","8737.57","158556","8.052","139","107","88","0","19","182","69.5","65.5","21.5","18.5","0.0","0","0","343.1250053613282|195.46875305419925","67.50000105468752|127.96875199951175","343.1250053613282|195.46875305419925","64.68750101074221|123.75000193359378","8.052","23.43",
"1070728586","8745.55","158694","7.987","138","107","88","0","19","182","70.5","65.5","21.5","18.5","0.0","0","0","343.1250053613282|195.46875305419925","70.31250109863284|129.37500202148442","343.1250053613282|195.46875305419925","66.09375103271486|125.15625195556643","7.987","23.43",
"1070728587","8753.49","158829","7.94","135","107","87","0","19","182","69.5","68.5","21.0","19.5","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|132.18750206542973","341.71875533935554|196.87500307617194","66.09375103271486|125.15625195556643","7.94","23.43",
"1070728588","8761.4","158974","7.912","145","107","87","0","19","183","68.5","69.5","21.0","19.0","0.0","0","0","343.1250053613282|194.0625030322266","74.5312511645508|133.59375208740238","340.3125053173829|198.2812530981446","64.68750101074221|123.75000193359378","7.912","23.43",
"1070728589","8769.31","159112","7.912","138","107","87","0","19","183","68.5","69.5","21.0","19.0","0.0","0","0","344.53125538330085|194.0625030322266","75.93750118652346|133.59375208740238","341.71875533935554|199.68750312011724","66.09375103271486|123.75000193359378","7.912","23.43",
"1070728590","8777.22","159261","7.912","149","107","87","0","19","182","70.5","70.0","21.5","19.5","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|130.78125204345707","341.71875533935554|199.68750312011724","66.09375103271486|123.75000193359378","7.912","24.28",
"1070728591","8785.18","159408","7.959","147","107","87","0","19","182","69.5","69.5","21.5","19.5","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|130.78125204345707","341.71875533935554|199.68750312011724","66.09375103271486|123.75000193359378","7.959","24.28",
"1070728592","8793.16","159549","7.978","141","106","88","0","19","181","67.5","69.5","21.0","19.5","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|130.78125204345707","338.90625529541023|198.2812530981446","66.09375103271486|123.75000193359378","7.978","24.28",
"1070728593","8801.15","159693","7.987","144","106","88","0","19","181","67.5","69.5","21.0","19.5","0.0","0","0","343.1250053613282|194.0625030322266","73.12500114257814|130.78125204345707","341.71875533935554|198.2812530981446","63.28125098876955|122.34375191162113","7.987","24.28",
"1070728594","8809.15","159842","8.006","149","106","88","0","19","183","69.0","72.5","22.5","20.0","0.0","0","0","343.1250053613282|194.0625030322266","77.34375120849612|136.40625213134769","341.71875533935554|199.68750312011724","66.09375103271486|123.75000193359378","8.006","24.28",
"1070728595","8817.17","159982","8.006","140","106","88","0","19","184","69.0","72.5","22.5","20.0","0.0","0","0","343.1250053613282|194.0625030322266","70.31250109863284|130.78125204345707","341.71875533935554|199.68750312011724","66.09375103271486|123.75000193359378","8.006","24.45",
"1070728596","8825.17","160124","8.006","142","105","88","0","19","182","68.5","71.0","22.0","19.0","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|129.37500202148442","340.3125053173829|198.2812530981446","66.09375103271486|123.75000193359378","8.006","24.45",
"1070728597","8833.17","160274","8.006","150","105","88","0","19","181","71.5","71.0","24.5","19.0","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|132.18750206542973","340.3125053173829|198.2812530981446","66.09375103271486|123.75000193359378","8.006","24.45",
"1070728598","8841.26","160432","8.09","158","106","89","0","19","181","71.5","73.0","23.5","22.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|130.78125204345707","340.3125053173829|198.2812530981446","66.09375103271486|123.75000193359378","8.09","24.45",
"1070728599","8849.37","160584","8.108","152","106","89","0","19","181","67.5","73.0","21.5","22.0","0.0","0","0","344.53125538330085|194.0625030322266","71.71875112060549|130.78125204345707","340.3125053173829|196.87500307617194","66.09375103271486|123.75000193359378","8.108","24.45",
"1070728600","8857.48","160737","8.108","153","106","89","0","19","181","67.5","73.0","21.5","22.0","0.0","0","0","343.1250053613282|192.65625301025395","68.90625107666017|127.96875199951175","341.71875533935554|195.46875305419925","63.28125098876955|122.34375191162113","8.108","24.96",
"1070728601","8865.61","160883","8.136","146","105","89","0","19","181","67.5","67.5","22.0","17.5","0.0","0","0","343.1250053613282|191.2500029882813","68.90625107666017|127.96875199951175","341.71875533935554|195.46875305419925","63.28125098876955|122.34375191162113","8.136","24.96",
"1070728602","8873.73","161033","8.118","150","105","89","0","19","182","66.0","67.5","20.5","18.5","0.0","0","0","343.1250053613282|192.65625301025395","68.90625107666017|127.96875199951175","343.1250053613282|192.65625301025395","61.87500096679689|120.93750188964847","8.118","24.96",
"1070728603","8881.79","161184","8.062","151","105","89","0","19","182","66.0","67.5","20.5","18.5","0.0","0","0","343.1250053613282|192.65625301025395","68.90625107666017|127.96875199951175","343.1250053613282|192.65625301025395","61.87500096679689|120.93750188964847","8.062","24.96",
"1070728604","8889.83","161329","8.034","145","105","88","0","19","184","66.5","66.0","22.0","19.0","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|127.96875199951175","344.53125538330085|194.0625030322266","61.87500096679689|120.93750188964847","8.034","24.96",
"1070728605","8897.83","161475","8.006","146","106","88","0","19","183","67.5","69.0","21.5","20.0","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|127.96875199951175","343.1250053613282|194.0625030322266","63.28125098876955|122.34375191162113","8.006","26.09",
"1070728606","8905.85","161613","8.006","138","105","88","0","19","185","65.5","69.5","21.5","19.5","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|126.5625019775391","343.1250053613282|194.0625030322266","64.68750101074221|122.34375191162113","8.006","26.09",
"1070728607","8913.76","161751","7.922","138","105","87","0","19","185","65.5","69.5","21.5","19.5","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|126.5625019775391","344.53125538330085|194.0625030322266","64.68750101074221|122.34375191162113","7.922","26.09",
"1070728608","8921.64","161884","7.875","133","105","86","0","19","182","75.0","69.0","24.5","21.0","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|126.5625019775391","343.1250053613282|196.87500307617194","61.87500096679689|120.93750188964847","7.875","26.09",
"1070728609","8929.48","162022","7.847","138","105","86","0","19","184","68.5","68.5","21.5","20.5","0.0","0","0","344.53125538330085|194.0625030322266","74.5312511645508|133.59375208740238","343.1250053613282|196.87500307617194","61.87500096679689|120.93750188964847","7.847","26.09",
"1070728610","8937.29","162164","7.81","142","105","86","0","19","184","68.5","68.5","21.5","20.5","0.0","0","0","343.1250053613282|194.0625030322266","75.93750118652346|135.00000210937503","343.1250053613282|198.2812530981446","66.09375103271486|122.34375191162113","7.81","26.09",
"1070728611","8945.14","162309","7.847","145","104","87","0","19","179","75.5","68.5","23.5","20.0","0.0","0","0","343.1250053613282|194.0625030322266","74.5312511645508|132.18750206542973","343.1250053613282|198.2812530981446","66.09375103271486|122.34375191162113","7.847","26.05",
"1070728612","8953.05","162462","7.912","153","105","87","0","19","184","74.5","75.5","24.0","23.0","0.0","0","0","344.53125538330085|196.87500307617194","74.5312511645508|135.00000210937503","343.1250053613282|198.2812530981446","66.09375103271486|122.34375191162113","7.912","26.05",
"1070728613","8961.01","162620","7.959","158","105","88","0","19","183","73.5","77.5","23.0","24.5","0.0","0","0","344.53125538330085|196.87500307617194","74.5312511645508|135.00000210937503","341.71875533935554|198.2812530981446","66.09375103271486|122.34375191162113","7.959","26.05",
"1070728614","8969.09","162784","8.08","164","106","89","0","19","183","73.5","77.5","23.0","24.5","0.0","0","0","340.3125053173829|198.2812530981446","75.93750118652346|137.81250215332034","337.5000052734376|201.0937531420899","63.28125098876955|120.93750188964847","8.08","26.05",
"1070728615","8977.17","162784","8.08","156","106","89","0","19","182","70.0","79.5","21.5","25.0","0.0","0","0","336.0937552514649|199.68750312011724","70.31250109863284|132.18750206542973","334.6875052294923|203.9062531860352","59.06250092285158|119.5312518676758","8.08","25.24",
"1070728616","8985.37","163096","8.202","156","106","90","0","19","180","68.0","69.5","19.5","21.0","0.0","0","0","337.5000052734376|198.2812530981446","70.31250109863284|132.18750206542973","336.0937552514649|202.50000316406255","59.06250092285158|120.93750188964847","8.202","25.24",
"1070728617","8993.54","163233","8.164","137","105","89","0","19","190","62.5","69.5","19.5","21.0","0.0","0","0","344.53125538330085|195.46875305419925","73.12500114257814|133.59375208740238","336.0937552514649|202.50000316406255","59.06250092285158|120.93750188964847","8.164","25.24",
"1070728618","9001.63","163385","8.08","152","104","88","0","19","183","67.0","74.0","20.5","22.0","0.0","0","0","343.1250053613282|195.46875305419925","75.93750118652346|136.40625213134769","338.90625529541023|196.87500307617194","61.87500096679689|120.93750188964847","8.08","25.24",
"1070728619","9009.7","163543","8.08","158","105","89","0","19","189","61.5","74.0","18.5","22.0","0.0","0","0","343.1250053613282|196.87500307617194","74.5312511645508|133.59375208740238","338.90625529541023|196.87500307617194","63.28125098876955|122.34375191162113","8.08","25.24",
"1070728620","9017.8","163698","8.099","155","106","89","0","19","181","68.5","72.5","20.5","21.5","0.0","0","0","343.1250053613282|196.87500307617194","74.5312511645508|133.59375208740238","338.90625529541023|196.87500307617194","63.28125098876955|122.34375191162113","8.099","22.73",
"1070728621","9025.9","163847","8.099","149","107","89","0","19","183","61.5","72.0","18.0","22.5","0.0","0","0","343.1250053613282|196.87500307617194","74.5312511645508|133.59375208740238","340.3125053173829|195.46875305419925","63.28125098876955|122.34375191162113","8.099","22.73",
"1070728622","9033.99","163995","8.09","148","109","89","0","19","183","61.5","72.0","18.0","22.5","0.0","0","0","338.90625529541023|192.65625301025395","71.71875112060549|132.18750206542973","338.90625529541023|195.46875305419925","64.68750101074221|123.75000193359378","8.09","22.73",
"1070728623","9042.05","164144","8.062","149","110","89","0","19","182","61.5","72.0","18.0","22.5","0.0","0","0","340.3125053173829|191.2500029882813","70.31250109863284|130.78125204345707","338.90625529541023|194.0625030322266","64.68750101074221|123.75000193359378","8.062","22.73",
"1070728624","9050.11","164292","8.062","148","111","88","0","19","180","64.5","71.0","19.5","21.0","0.0","0","0","340.3125053173829|191.2500029882813","70.31250109863284|130.78125204345707","338.90625529541023|194.0625030322266","63.28125098876955|122.34375191162113","8.062","22.73",
"1070728625","9058.16","164441","8.052","149","112","88","0","19","180","67.0","71.5","20.5","20.5","0.0","0","0","340.3125053173829|192.65625301025395","67.50000105468752|126.5625019775391","338.90625529541023|194.0625030322266","61.87500096679689|120.93750188964847","8.052","22.24",
"1070728626","9066.22","164592","8.062","151","113","89","0","19","181","67.5","72.0","21.0","21.5","0.0","0","0","340.3125053173829|194.0625030322266","70.31250109863284|129.37500202148442","338.90625529541023|194.0625030322266","61.87500096679689|120.93750188964847","8.062","22.24",
"1070728627","9074.28","164741","8.062","149","114","89","0","19","184","61.5","71.0","18.5","20.0","0.0","0","0","341.71875533935554|194.0625030322266","71.71875112060549|129.37500202148442","338.90625529541023|194.0625030322266","61.87500096679689|120.93750188964847","8.062","22.24",
"1070728628","9082.35","164898","8.062","157","115","89","0","19","179","65.5","72.0","21.0","21.5","0.0","0","0","341.71875533935554|194.0625030322266","71.71875112060549|129.37500202148442","338.90625529541023|194.0625030322266","61.87500096679689|120.93750188964847","8.062","22.24",
"1070728629","9090.43","165049","8.08","151","116","89","0","19","186","61.0","70.5","19.5","22.0","0.0","0","0","344.53125538330085|196.87500307617194","68.90625107666017|127.96875199951175","341.71875533935554|195.46875305419925","61.87500096679689|120.93750188964847","8.08","22.24",
"1070728630","9098.51","165189","8.08","140","116","89","0","19","186","61.0","70.5","19.5","22.0","0.0","0","0","344.53125538330085|196.87500307617194","64.68750101074221|126.5625019775391","341.71875533935554|195.46875305419925","61.87500096679689|120.93750188964847","8.08","22.24",
"1070728631","9106.57","165357","8.062","168","116","89","0","19","186","63.5","73.5","19.5","22.5","0.0","0","0","343.1250053613282|196.87500307617194","68.90625107666017|129.37500202148442","343.1250053613282|196.87500307617194","61.87500096679689|120.93750188964847","8.062","21.91",
"1070728632","9114.6","165493","8.034","136","116","88","0","19","188","64.5","73.5","19.5","22.5","0.0","0","0","341.71875533935554|195.46875305419925","74.5312511645508|135.00000210937503","341.71875533935554|196.87500307617194","63.28125098876955|122.34375191162113","8.034","21.91",
"1070728633","9122.59","165633","7.987","140","116","87","0","19","188","64.0","66.5","20.0","18.5","0.0","0","0","340.3125053173829|194.0625030322266","78.75000123046877|140.62500219726567","341.71875533935554|196.87500307617194","63.28125098876955|122.34375191162113","7.987","21.91",
"1070728634","9130.58","165787","7.987","154","116","88","0","19","188","70.5","72.5","22.0","20.0","0.0","0","0","338.90625529541023|196.87500307617194","73.12500114257814|135.00000210937503","338.90625529541023|198.2812530981446","64.68750101074221|122.34375191162113","7.987","21.91",
"1070728635","9138.63","165941","8.052","154","114","88","0","19","188","67.5","72.5","20.5","20.0","0.0","0","0","338.90625529541023|196.87500307617194","73.12500114257814|135.00000210937503","338.90625529541023|199.68750312011724","63.28125098876955|120.93750188964847","8.052","21.7",
"1070728636","9146.76","166099","8.127","158","114","89","0","19","181","64.0","76.0","19.0","22.0","0.0","0","0","338.90625529541023|196.87500307617194","70.31250109863284|130.78125204345707","337.5000052734376|201.0937531420899","63.28125098876955|120.93750188964847","8.127","21.7",
"1070728637","9154.9","166251","8.146","152","113","89","0","19","181","64.0","76.0","19.0","22.0","0.0","0","0","338.90625529541023|196.87500307617194","70.31250109863284|130.78125204345707","338.90625529541023|196.87500307617194","63.28125098876955|122.34375191162113","8.146","21.7",
"1070728638","9163.08","166407","8.183","156","112","89","0","19","184","62.0","70.0","18.5","19.5","0.0","0","0","340.3125053173829|192.65625301025395","67.50000105468752|127.96875199951175","340.3125053173829|192.65625301025395","63.28125098876955|122.34375191162113","8.183","21.7",
"1070728639","9171.29","166596","8.202","189","111","91","0","19","182","63.5","69.5","19.5","18.5","0.0","0","0","343.1250053613282|194.0625030322266","68.90625107666017|129.37500202148442","341.71875533935554|192.65625301025395","64.68750101074221|123.75000193359378","8.202","21.7",
"1070728640","9179.49","166728","8.202","132","111","89","0","19","202","36.5","69.5","12.5","18.5","0.0","0","0","344.53125538330085|188.437502944336","74.5312511645508|137.81250215332034","341.71875533935554|192.65625301025395","64.68750101074221|123.75000193359378","8.202","21.55",
